FID,LAK_ID,RES_ID,GLWD_ID,HYLAK_ID,GRAND_ID,INT_CODE,LAKE_NAME,COUNTRY,LONG_DD,LAT_DD,LisfloodX,LisfloodY,CATCH_SKM,CATCH_SRC,AREA_SKM,AREA_SRC,WIDTH_M,WIDTH_SRC,DISAVG_CMS,DIS_SRC
576,,,145,35,,,Becharof,United States of America,-156.8422,58.0387,-156.875,58.025,3385.5,HYLAK,1166.38,HYLAK,105.6319,EXP,82.0347,GLOFAS4_ltr
577,,,137,36,,,Cree,Canada,-106.3021,57.7062,-106.325,57.6227,3963.4,HYLAK,1155.15,HYLAK,128.5739,EXP,28.2468,GLOFAS4_ltr
578,,,150,160,,,Toba,Indonesia,99.147,2.434,99.175,2.425,3725.1,HYLAK,1129.03,HYLAK,114.2353,EXP,102.9291,GLOFAS4_ltr
579,,,142,127,,,Khar Us,Mongolia,92.5296,48.3219,92.525,48.325,68468.5,HYLAK,1120.49,HYLAK,582.5261,EXP,125.0588,GLOFAS4_ltr
580,,,144,92,,,Inari,Finland,28.2812,68.8813,28.375,68.875,13049.7,HYLAK,1098.17,HYLAK,245.6872,EXP,150.55,GLOFAS4_ltr
581,,,256,170,,,Chilwa,Malawi,35.7146,-15.2979,35.575,-15.325,8783.6,HYLAK,1088.14,HYLAK,184.7365,EXP,54.3824,GLOFAS4_ltr
582,,,166,157,,,Abaya,Ethiopia,37.8646,6.2979,37.625,6.025,16336,HYLAK,1084.75,HYLAK,255.8282,EXP,163.8621,GLOFAS4_ltr
583,,,170,19,,,Selawik,United States of America,-161.2188,66.5771,-161.175,66.525,30059.9,HYLAK,1058.07,HYLAK,484.1985,EXP,1196.3325,GLOFAS4_ltr
584,,,162,22,,,Contwoyto,Canada,-111.2399,66.045,-111.225,66.025,9841.5,HYLAK,1053.82,HYLAK,161.5062,EXP,27.5974,GLOFAS4_ltr
585,,,178,21,,,Takiyuak,Canada,-113.6589,66.212,-113.625,66.225,7177.5,HYLAK,1031.69,HYLAK,149.3527,EXP,31.8713,GLOFAS4_ltr
586,,,167,88,,,San Martin,Chile,-72.9581,-48.3661,-72.975,-48.325,12894.8,HYLAK,1009.95,HYLAK,229.4414,EXP,548.727,GLOFAS4_ltr
587,,,174,576,,,Island,Canada,-94.5187,54.0635,-94.675,54.075,13960.8,HYLAK,964.63,HYLAK,243.4561,EXP,111.0081,GLOFAS4_ltr
588,,,181,1304,,,Bosten,China,86.748,41.8314,86.725,41.875,40982.3,HYLAK,961.84,HYLAK,451.3921,EXP,72.3023,GLOFAS4_ltr
589,,,179,1449,,,Zhari Namco,China,85.6396,30.9479,85.375,30.975,20080.1,HYLAK,958.1,HYLAK,285.5385,EXP,66.2411,GLOFAS4_ltr
590,,,194,829,,,Salton,United States of America,-115.8354,33.3354,-115.975,33.375,20050.8,HYLAK,956.86,HYLAK,298.7252,EXP,4.971,GLOFAS4_ltr
591,,,189,258,,,Hottah,Canada,-118.1937,65.2271,-118.175,65.225,23813,HYLAK,950.73,HYLAK,340.782,EXP,100.0393,GLOFAS4_ltr
592,,,205,1532,,,Bay,Philippines,121.102,14.5253,121.125,14.525,3157.9,HYLAK,897.36,HYLAK,112.2775,EXP,128.1451,GLOFAS4_ltr
593,,,198,745,,,Nipissing,Canada,-80.013,46.1236,-80.025,46.125,10779.4,HYLAK,878.3,HYLAK,210.607,EXP,192.6237,GLOFAS4_ltr
594,,,211,359,,,Nonacho,Canada,-109.9594,61.6665,-110.175,61.575,25598.7,HYLAK,865.24,HYLAK,335.2428,EXP,103.1228,GLOFAS4_ltr
595,,,209,992,,,Llanquihue,Chile,-73.001,-41.2589,-73.025,-41.275,1435.2,HYLAK,861.27,HYLAK,70.4319,EXP,116.4292,GLOFAS4_ltr
596,,,239,1245,,,Ulungur,China,87.2854,47.2771,87.275,47.275,39719.2,HYLAK,854.89,HYLAK,438.6697,EXP,51.4382,GLOFAS4_ltr
597,,,204,1506,,,Chilika,India,85.4885,19.6606,85.525,19.675,5296.7,HYLAK,843.22,HYLAK,134.3853,EXP,68.7971,GLOFAS4_ltr
598,,,212,193,,,Teshekpuk,United States of America,-152.9022,70.5481,-154.075,70.625,17618.8,HYLAK,829.95,HYLAK,108.2838,EXP,9.466,GLOFAS4_ltr
599,,,215,1450,,,Tangra,China,86.4979,30.9479,86.475,30.975,9031.7,HYLAK,825.06,HYLAK,186.3558,EXP,36.6738,GLOFAS4_ltr
600,,,175,1567,,,Thale Luang,Thailand,100.4221,7.263,100.425,7.325,4620.5,HYLAK,824.58,HYLAK,122.3662,EXP,82.7299,GLOFAS4_ltr
601,,,229,1219,,,Torey Lakes,Russia,115.5354,50.0271,115.475,49.925,25184.8,HYLAK,803.78,HYLAK,342.0921,EXP,77.6798,GLOFAS4_ltr
602,,,236,759,,,Simcoe,Canada,-79.3396,44.7437,-79.325,44.725,3695.7,HYLAK,767.03,HYLAK,112.5538,EXP,57.9588,GLOFAS4_ltr
603,,,231,968,,,Lagoa Mangueira,Brazil,-53.0748,-33.492,-52.575,-32.825,1841.9,HYLAK,763.41,HYLAK,77.7273,EXP,16.5977,GLOFAS4_ltr
604,,,247,1254,,,Sasykkol,Kazakhstan,81.2295,46.5771,81.175,46.475,19020.6,HYLAK,744.83,HYLAK,315.5594,EXP,33.3629,GLOFAS4_ltr
605,,,253,481,,,Guillaume-Delisle,Canada,-76.638,56.1632,-76.625,56.175,13103.9,HYLAK,711.63,HYLAK,233.2724,EXP,245.282,GLOFAS4_ltr
606,,,254,370,,,Ennadai,Canada,-101.5135,61.1642,-100.975,61.275,21094.1,HYLAK,709.89,HYLAK,303.0256,EXP,125.4585,GLOFAS4_ltr
607,,,240,1022,,,Pyasino,Russia,88.0312,70.0554,88.025,70.025,24691.7,HYLAK,700.69,HYLAK,329.5883,EXP,501.2178,GLOFAS4_ltr
608,,,252,279,,,Gras,Canada,-110.923,64.4945,-111.075,64.575,3214.6,HYLAK,699.94,HYLAK,117.2267,EXP,18.0906,GLOFAS4_ltr
609,,,482,462,,,Notigi Reservoir,Canada,-99.0494,56.6682,-99.3178,55.875,6025.5,HYLAK,693.35,HYLAK,1302.937,EXP,1014.5233,GLOFAS4_ltr
610,,,262,1195,,,Kulundinskoye,Russia,79.5354,52.9979,79.525,53.025,16101.6,HYLAK,672.26,HYLAK,350.8566,EXP,9.0295,GLOFAS4_ltr
611,,,245,867,,,Izabal,Guatemala,-88.9992,15.6554,-88.975,15.625,7649.8,HYLAK,670.4,HYLAK,167.8544,EXP,336.144,GLOFAS4_ltr
612,,,269,319,,,Tulemalu,Canada,-99.266,63.2022,-99.225,63.275,2053,HYLAK,663.36,HYLAK,76.0794,EXP,10.3712,GLOFAS4_ltr
613,,,280,587,,,Big Trout,Canada,-89.5622,53.7613,-89.525,53.775,4491.7,HYLAK,644.1,HYLAK,124.2687,EXP,23.6917,GLOFAS4_ltr
614,,,244,1432,,,Dead Sea,Jordan,35.4854,31.5229,35.425,31.475,43271.9,HYLAK,643.18,HYLAK,463.3528,EXP,86.6816,GLOFAS4_ltr
615,,,282,596,,,Sakami,Canada,-76.6728,53.4676,-76.975,53.625,9736.8,HYLAK,628.91,HYLAK,194.8755,EXP,123.7136,GLOFAS4_ltr
616,,,267,1343,,,Beysehir,Turkey,31.7177,37.68,31.725,37.675,4092.2,HYLAK,626.91,HYLAK,129.6802,EXP,11.9541,GLOFAS4_ltr
617,,,312,1344,,,Ayakkum,China,89.4271,37.5604,89.575,37.475,24146.9,HYLAK,616.34,HYLAK,325.3624,EXP,73.3828,GLOFAS4_ltr
618,,,311,419,,,Atlin,Canada,-133.8136,59.5993,-133.825,59.625,7013.3,HYLAK,589.46,HYLAK,158.5295,EXP,88.752,GLOFAS4_ltr
619,,,304,1006,,,Fagnano,Chile,-68.8092,-54.5058,-68.825,-54.525,3481.4,HYLAK,586.39,HYLAK,108.1595,EXP,32.3553,GLOFAS4_ltr
620,,,302,1336,,,Hala,China,97.5563,38.3021,97.525,38.375,4737.5,HYLAK,585.6,HYLAK,128.8082,EXP,15.0738,GLOFAS4_ltr
621,,,377,439,,,Naknek,United States of America,-156.4302,58.6861,-156.425,58.675,6722.3,HYLAK,585.43,HYLAK,158.5295,EXP,204.8319,GLOFAS4_ltr
622,,,265,886,,,Baia do Caxiuana,Brazil,-51.0905,-1.8156,-51.075,-1.825,21326.2,HYLAK,582.22,HYLAK,306.8223,EXP,552.329,GLOFAS4_ltr
623,,,169,383,,,Wholdaia,Canada,-103.8689,60.8294,-103.625,60.925,5427.4,HYLAK,579.88,HYLAK,236.9382,EXP,75.5655,GLOFAS4_ltr
624,,,294,1236,,,Har,Mongolia,93.4088,48.2133,93.425,48.225,80448.2,HYLAK,574.52,HYLAK,641.3493,EXP,113.4564,GLOFAS4_ltr
625,,,319,372,,,South Henik,Canada,-97.0605,61.073,-97.075,61.125,7532.3,HYLAK,573.23,HYLAK,166.0645,EXP,39.9578,GLOFAS4_ltr
626,,,292,409,,,Selwyn,Canada,-104.1656,59.8971,-104.125,59.925,5023.6,HYLAK,564.14,HYLAK,144.1954,EXP,33.5833,GLOFAS4_ltr
627,,,331,1012,,,Ferguson,Russia,99.1781,72.279,99.525,72.175,903.3,HYLAK,563.76,HYLAK,63.3493,EXP,4.3468,GLOFAS4_ltr
628,,,332,1602,,,Towuti,Indonesia,121.3531,-2.7655,121.325,-2.775,2444.4,HYLAK,559.75,HYLAK,84.5462,EXP,86.396,GLOFAS4_ltr
629,,,339,179,,,Hazen,Canada,-70.4396,81.7979,-70.325,81.875,5401.7,HYLAK,547.21,HYLAK,129.1201,EXP,9.2619,GLOFAS4_ltr
630,,,326,537,,,Deschambault,Canada,-103.1357,54.8397,-103.125,54.825,8486.2,HYLAK,543.74,HYLAK,179.5092,EXP,22.7064,GLOFAS4_ltr
631,,,,1495,,,Toshka  1,Egypt,31.07,23.0566,31.125,23.075,6294.4,HYLAK,542.8,HYLAK,153.5607,EXP,0,GLOFAS4_ltr
632,,,313,410,,,Scott,Canada,-106.4009,59.864,-106.375,59.875,3888.3,HYLAK,533.23,HYLAK,105.2153,EXP,11.0097,GLOFAS4_ltr
633,,,345,606,,,Ashuanipi,Canada,-66.2504,53.0043,-66.275,53.025,4346.4,HYLAK,531.71,HYLAK,122.5769,EXP,38.7565,GLOFAS4_ltr
634,,,246,340,,,Kaminak,Canada,-94.8229,62.3631,-94.875,62.325,3094.4,HYLAK,523.17,HYLAK,97.7823,EXP,13.4948,GLOFAS4_ltr
635,,,301,520,,,Sipiwesk,Canada,-97.2287,55.2196,-97.275,55.225,944138,HYLAK,514,HYLAK,2751.5425,EXP,2345.8905,GLOFAS4_ltr
636,,,652,362,,,Maguse,Canada,-94.733,61.4239,-95.025,61.475,14783.4,HYLAK,513.92,HYLAK,245.5034,EXP,76.5832,GLOFAS4_ltr
637,,,305,1578,,,Ebrie Lagoon,Ivory Coast,-3.7243,5.1978,-3.725,5.225,83108.6,HYLAK,513.55,HYLAK,644.6068,EXP,197.0049,GLOFAS4_ltr
638,,,373,303,,,Tebesjuak,Canada,-98.5998,63.7957,-98.725,63.825,5735.6,HYLAK,499.53,HYLAK,143.058,EXP,35.7549,GLOFAS4_ltr
639,,,367,386,,,Trout,Canada,-121.126,60.7567,-121.225,60.675,4739.8,HYLAK,498.87,HYLAK,143.0146,EXP,32.2685,GLOFAS4_ltr
640,,,354,1431,,,Ngangla Ringco,China,83.0521,31.5729,83.075,31.525,12463.9,HYLAK,498.06,HYLAK,225.7476,EXP,43.5835,GLOFAS4_ltr
641,,,,1492,,,Toshka  2,Egypt,30.5688,23.4604,30.475,23.425,16066.3,HYLAK,496.62,HYLAK,262.8586,EXP,0.0001,GLOFAS4_ltr
642,,,115,562,,,,Canada,-66.1552,54.3661,-66.075,54.325,24422.7,HYLAK,489.28,HYLAK,330.8381,EXP,200.3434,GLOFAS4_ltr
643,,,378,793,,,Sevier,United States of America,-113.1271,38.9854,-112.975,39.075,34718.4,HYLAK,486.51,HYLAK,449.073,EXP,59.6248,GLOFAS4_ltr
644,,,357,473,,,,Canada,-74.2727,56.477,-74.275,56.475,9109,HYLAK,485.67,HYLAK,192.2099,EXP,82.5758,GLOFAS4_ltr
645,,,365,395,,,Snowbird,Canada,-103.1207,60.3998,-103.025,60.425,2807.5,HYLAK,483.5,HYLAK,97.168,EXP,15.3078,GLOFAS4_ltr
646,,,395,302,,,Princess Mary,Canada,-97.4786,63.8217,-97.425,63.775,11331.4,HYLAK,480.03,HYLAK,203.016,EXP,63.9924,GLOFAS4_ltr
647,,,382,1439,,,Ko-jen,China,88.0413,31.3007,88.025,31.325,10849.7,HYLAK,477,HYLAK,206.2601,EXP,12.8778,GLOFAS4_ltr
648,,,411,791,,,Pyramid Lake,United States of America,-119.5812,40.1063,-119.625,40.025,7162.4,HYLAK,476.87,HYLAK,175.8823,EXP,38.5226,GLOFAS4_ltr
649,,,383,1445,,,T'a-jo,China,84.3267,31.181,84.325,31.175,7893.5,HYLAK,473.71,HYLAK,167.5977,EXP,9.3961,GLOFAS4_ltr
650,,,344,1088,,,,Russia,174.7281,64.6011,174.775,64.575,9612.2,HYLAK,473.23,HYLAK,196.6947,EXP,99.3909,GLOFAS4_ltr
651,,,520,1404,,,Migriggyangzham,China,90.3563,33.4771,90.375,33.475,9891.8,HYLAK,472.55,HYLAK,181.5022,EXP,24.3219,GLOFAS4_ltr
652,,,270,649,,,Evans,Canada,-76.865,51.0361,-76.775,51.075,15910.6,HYLAK,471.37,HYLAK,258.1937,EXP,249.8657,GLOFAS4_ltr
653,,,85,1266,,,,Ukraine,34.402,46.0147,34.575,45.975,8952.3,HYLAK,468.59,HYLAK,130.192,EXP,4.9194,GLOFAS4_ltr
654,,,389,217,,,Hall,Canada,-81.9896,68.8554,-82.325,68.575,5793,HYLAK,466.31,HYLAK,143.3754,EXP,33.2096,GLOFAS4_ltr
655,,,384,517,,,Babine,Canada,-126.6285,55.3176,-126.625,55.325,6297.1,HYLAK,465.2,HYLAK,155.7143,EXP,50.3542,GLOFAS4_ltr
656,,,413,297,,,Mallery,Canada,-98.0969,63.9261,-98.175,63.925,7699.5,HYLAK,460.6,HYLAK,176.4762,EXP,51.2567,GLOFAS4_ltr
657,,,407,1295,,,Sai li-mu,China,81.1604,44.6021,81.175,44.625,1328.7,HYLAK,460.42,HYLAK,61.3435,EXP,16.7847,GLOFAS4_ltr
658,,,400,230,,,Bois,Canada,-125.2581,67.0418,-125.025,66.825,1416.1,HYLAK,458.53,HYLAK,64.8687,EXP,2.6751,GLOFAS4_ltr
659,,,405,554,,,Montreal,Canada,-105.5978,54.5418,-105.575,54.575,5357,HYLAK,456.42,HYLAK,136.2963,EXP,12.2869,GLOFAS4_ltr
660,,,390,1340,,,Egridir,Turkey,30.8688,37.8441,30.875,37.825,3308,HYLAK,455.78,HYLAK,107.0177,EXP,3.4821,GLOFAS4_ltr
661,,,388,1593,,,,Gabon,9.101,-1.3855,9.125,-1.375,8681.5,HYLAK,455.35,HYLAK,178.5556,EXP,364.4689,GLOFAS4_ltr
662,,,227,244,,,Garry( Upper),Canada,-100.0312,65.907,-100.175,65.925,59094.6,HYLAK,452.28,HYLAK,591.044,EXP,314.499,GLOFAS4_ltr
663,,,403,1232,,,Markakol',Kazakhstan,85.5355,48.698,85.525,48.675,1166.4,HYLAK,451.17,HYLAK,57.576,EXP,4.2603,GLOFAS4_ltr
664,,,371,265,,,Tehek,Canada,-95.2563,65.0437,-95.225,65.075,1781.8,HYLAK,450.06,HYLAK,72.7967,EXP,8.0018,GLOFAS4_ltr
665,,,426,228,,,Colville,Canada,-125.7277,67.2385,-125.725,67.275,2635.4,HYLAK,448.2,HYLAK,114.2694,EXP,6.9531,GLOFAS4_ltr
666,,,11,330,,,,Canada,-115.9744,62.8096,-115.275,62.525,55169.6,HYLAK,433.91,HYLAK,528.9686,EXP,214.5449,GLOFAS4_ltr
667,,,2127,1257,,,,China,124.2599,46.5242,124.075,46.475,27337.1,HYLAK,429.94,HYLAK,312.9258,EXP,56.7677,GLOFAS4_ltr
668,,,2497,1157,,,,Russia,66.2427,59.5136,65.775,59.625,29512.6,HYLAK,429.31,HYLAK,183.6231,EXP,28.2569,GLOFAS4_ltr
669,,,,1276,,,,Kazakhstan,57.1021,45.6437,56.975,45.625,11437.9,HYLAK,428.21,HYLAK,289.8809,EXP,2.0801,GLOFAS4_ltr
670,,,417,218,,,Bluenose,Canada,-119.6979,68.71,-119.675,68.725,1875.6,HYLAK,425.67,HYLAK,87.0573,EXP,7.5872,GLOFAS4_ltr
671,,,,1466,,,,Iran,53.5438,29.7396,53.675,29.725,21097.1,HYLAK,422.79,HYLAK,349.6826,EXP,121.6794,GLOFAS4_ltr
672,,,,1308,,,,Turkmenistan,61.4031,41.2192,61.425,41.225,445131,HYLAK,417.16,HYLAK,1567.0815,EXP,1370.6721,GLOFAS4_ltr
673,,,439,1454,,,Ma-p'ang yung-ts'o,China,81.3741,30.7605,81.375,30.775,4899.4,HYLAK,413.6,HYLAK,139.1187,EXP,17.7375,GLOFAS4_ltr
674,,,445,1562,,,Ziway,Ethiopia,38.7409,7.9032,38.775,7.925,7296.3,HYLAK,411.96,HYLAK,164.5338,EXP,292.4553,GLOFAS4_ltr
675,,,412,229,,,,Canada,-95.3255,67.1084,-95.275,67.025,95425.8,HYLAK,411.36,HYLAK,779.7088,EXP,1071.297,GLOFAS4_ltr
676,,,458,414,,,Bistcho,Canada,-119.1802,59.7441,-119.175,59.775,4847.9,HYLAK,411.04,HYLAK,136.1165,EXP,17.6822,GLOFAS4_ltr
677,,,418,1579,,,,Ivory Coast,-3.2797,5.1497,-3.275,5.175,28153.1,HYLAK,406.19,HYLAK,358.7029,EXP,231.68,GLOFAS4_ltr
678,,,432,645,,,Albaniel,Canada,-73.1267,51.1348,-73.125,51.125,9048.7,HYLAK,406.17,HYLAK,186.5219,EXP,196.402,GLOFAS4_ltr
679,,,575,216,,,Lady Melville,Canada,-92.7094,69.1009,-92.325,69.275,2174.1,HYLAK,400.11,HYLAK,82.4359,EXP,9.1266,GLOFAS4_ltr
680,,,447,363,,,Kluane,Canada,-139.0139,61.3908,-139.025,61.425,5569.7,HYLAK,397.6,HYLAK,153.3414,EXP,60.1844,GLOFAS4_ltr
681,,,470,1330,,,Karakul,Tajikistan,73.3604,39.0354,73.375,38.975,4460.3,HYLAK,397.05,HYLAK,124.2687,EXP,29.9023,GLOFAS4_ltr
682,,,419,607,,,Atikonak,Canada,-64.6635,52.9682,-64.675,52.975,15585.8,HYLAK,393.17,HYLAK,258.836,EXP,147.8874,GLOFAS4_ltr
683,,,530,1133,,,Puulavesi,Finland,26.6896,61.6737,26.725,61.675,2574.6,HYLAK,393.09,HYLAK,104.415,EXP,26.8821,GLOFAS4_ltr
684,,,396,234,,,McAlpine Lane,Canada,-103.0647,66.7084,-102.575,66.475,3731.3,HYLAK,392.01,HYLAK,119.784,EXP,19.24,GLOFAS4_ltr
685,,,465,291,,,Keller,Canada,-121.519,64.0559,-121.525,64.075,1579,HYLAK,391.42,HYLAK,70.4074,EXP,3.5957,GLOFAS4_ltr
686,,,444,1447,,,Ang-tzu,China,87.1521,31.0437,87.075,30.925,7132.4,HYLAK,389.33,HYLAK,183.863,EXP,51.8372,GLOFAS4_ltr
687,,,587,270,,,Hardish,Canada,-117.8354,64.8206,-117.825,64.675,16707.1,HYLAK,384.88,HYLAK,273.0296,EXP,67.76,GLOFAS4_ltr
688,,,488,1303,,,Scutari,Albania,19.4912,42.053,19.475,42.075,3883.7,HYLAK,380.69,HYLAK,119.9157,EXP,169.8839,GLOFAS4_ltr
689,,,489,1405,,,Dorsoidong,China,89.8729,33.4354,89.825,33.375,3628.1,HYLAK,378.99,HYLAK,233.995,EXP,51.471,GLOFAS4_ltr
690,,,421,617,,,Joseph,Canada,-64.9533,52.6636,-65.025,52.675,6672.2,HYLAK,377.75,HYLAK,157.2276,EXP,60.6535,GLOFAS4_ltr
691,,,514,412,,,Tazin,Canada,-109.4299,59.8157,-109.475,59.825,8727.5,HYLAK,376.14,HYLAK,183.335,EXP,33.7471,GLOFAS4_ltr
692,,,491,227,,,Aubry,Canada,-126.2358,67.2746,-126.375,67.225,2203.9,HYLAK,376.12,HYLAK,80.8155,EXP,4.0661,GLOFAS4_ltr
693,,,478,1599,,,,Gabon,9.7951,-2.5094,9.775,-2.525,4462,HYLAK,375.79,HYLAK,123.4169,EXP,158.9871,GLOFAS4_ltr
694,,,456,1386,,,,China,90.3646,34.7646,90.325,34.875,6007.3,HYLAK,372.84,HYLAK,145.4118,EXP,34.1619,GLOFAS4_ltr
695,,,483,1204,,,Chukchagirskoye,Russia,136.683,52.1126,136.675,52.125,1099.3,HYLAK,372.31,HYLAK,54.271,EXP,6.5166,GLOFAS4_ltr
696,,,798,1283,,,,China,117.2944,45.4469,117.325,45.425,24814.7,HYLAK,372.2,HYLAK,394.2463,EXP,89.7121,GLOFAS4_ltr
697,,,509,1265,,,Dnestrovskyi,Ukraine,30.4678,46.0777,30.425,46.125,73157.7,HYLAK,370.47,HYLAK,621.2436,EXP,278.5288,GLOFAS4_ltr
698,,,549,1239,,,Dorgon,Mongolia,93.2643,47.9715,93.275,47.975,6654.4,HYLAK,370.35,HYLAK,175.3739,EXP,1.4725,GLOFAS4_ltr
699,,,515,873,,,Valencia,Venezuela,-67.7438,10.1729,-67.825,10.125,3024.1,HYLAK,370,HYLAK,91.4028,EXP,56.7465,GLOFAS4_ltr
700,,,487,1594,,,Danau Poso,Indonesia,120.6489,-1.7442,120.625,-1.725,1810.8,HYLAK,365.64,HYLAK,75.6864,EXP,93.783,GLOFAS4_ltr
701,,,227,240,,,Garry (Lower),Canada,-99.3437,65.9645,-99.775,65.875,62157.3,HYLAK,361.45,HYLAK,609.2084,EXP,328.8098,GLOFAS4_ltr
702,,,922,215,,,,Canada,-109.9531,69.1046,-109.925,69.125,5650,HYLAK,359.8,HYLAK,128.1044,EXP,8.6904,GLOFAS4_ltr
703,,,684,553,,,Kiskittogisu,Canada,-98.0235,54.5424,-98.025,54.525,2890.8,HYLAK,358.57,HYLAK,2726.5632,EXP,2275.2814,GLOFAS4_ltr
704,,,521,183,,,,Canada,-94.383,72.7126,-94.525,72.725,1598.7,HYLAK,356.99,HYLAK,79.3273,EXP,9.7113,GLOFAS4_ltr
705,,,,1494,,,,Egypt,30.6355,23.2093,30.625,23.225,13309.9,HYLAK,355.72,HYLAK,236.1029,EXP,0,GLOFAS4_ltr
706,,,511,1352,,,Aqqikkol,China,88.4062,37.0771,88.325,37.125,13263.4,HYLAK,354.71,HYLAK,241.6995,EXP,66.8724,GLOFAS4_ltr
707,,,526,1310,,,Ohrid,Macedonia,20.6767,41.1719,20.725,41.125,977.9,HYLAK,353.82,HYLAK,62.7126,EXP,8.8838,GLOFAS4_ltr
708,,,524,1561,,,Lano,Philippines,124.2884,7.9973,124.275,7.975,1650.8,HYLAK,353.81,HYLAK,70.9678,EXP,139.5173,GLOFAS4_ltr
709,,,406,401,,,,Canada,-134.2813,60.2562,-134.275,60.275,16013.5,HYLAK,352,HYLAK,257.2887,EXP,242.5313,GLOFAS4_ltr
710,,,424,192,,,Erichsen,Canada,-79.8498,70.5842,-79.825,70.575,16969.6,HYLAK,350.65,HYLAK,246.9608,EXP,106.928,GLOFAS4_ltr
711,,,443,1001,,,Cardiel,Argentina,-71.2146,-48.9354,-71.375,-48.925,3302.7,HYLAK,349.05,HYLAK,107.6789,EXP,30.7111,GLOFAS4_ltr
712,,,486,646,,,Trout,Canada,-93.2549,51.1285,-93.225,51.125,1164.3,HYLAK,347.42,HYLAK,58.1132,EXP,6.6017,GLOFAS4_ltr
713,,,592,1399,,,Lumajangdong,China,81.6437,34.0479,81.675,33.975,8365.2,HYLAK,347.02,HYLAK,161.8227,EXP,5.0041,GLOFAS4_ltr
714,,,543,1428,,,Dagze,China,87.9396,31.6979,88.125,31.775,15796.5,HYLAK,346.7,HYLAK,251.8936,EXP,12.978,GLOFAS4_ltr
715,,,566,558,,,Amisk,Canada,-102.174,54.4164,-102.175,54.375,14540.9,HYLAK,343.6,HYLAK,249.1685,EXP,40.8265,GLOFAS4_ltr
716,,,545,568,,,Cormorant,Canada,-100.5533,54.1868,-100.575,54.175,3275.5,HYLAK,338.73,HYLAK,103.9765,EXP,5.5966,GLOFAS4_ltr
717,,,540,224,,,Maunoir,Canada,-124.6781,67.4532,-124.725,67.475,1681.1,HYLAK,335.79,HYLAK,65.6185,EXP,2.9288,GLOFAS4_ltr
718,,,519,269,,,Yamba,Canada,-111.6802,64.8396,-111.675,64.775,2690,HYLAK,332.67,HYLAK,99.5893,EXP,14.167,GLOFAS4_ltr
719,,,583,196,,,,Canada,-73.4367,70.4674,-73.225,70.625,1573.7,HYLAK,327.01,HYLAK,67.4534,EXP,10.8008,GLOFAS4_ltr
720,,,,918,,,,Bolivia,-65.4941,-13.0474,-65.525,-13.025,754.3,HYLAK,325.01,HYLAK,38.1967,EXP,3.7782,GLOFAS4_ltr
721,,,115,546,,,,Canada,-66.3229,54.74,-66.375,54.775,1583.9,HYLAK,324.58,HYLAK,67.8058,EXP,9.207,GLOFAS4_ltr
722,,,956,315,,,,Canada,-95.0511,63.311,-95.125,63.275,2200.4,HYLAK,323.6,HYLAK,65.5412,EXP,9.5475,GLOFAS4_ltr
723,,,554,406,,,Lake Clark,United States of America,-154.8609,59.9487,-154.825,59.975,8967.9,HYLAK,323.28,HYLAK,185.8806,EXP,253.5334,GLOFAS4_ltr
724,,,577,194,,,,Canada,-72.8656,70.487,-72.825,70.525,3753.6,HYLAK,322.92,HYLAK,84.8445,EXP,14.9765,GLOFAS4_ltr
725,,,618,1663,,,St. Lucia,South Africa,32.4131,-28.2591,32.425,-28.275,9152.3,HYLAK,321.88,HYLAK,191.7223,EXP,5.1109,GLOFAS4_ltr
726,,,1176,1019,,,Mayato and Neyto,Russia,70.362,70.1587,70.475,70.125,727.1,HYLAK,320.55,HYLAK,41.0421,EXP,4.9942,GLOFAS4_ltr
727,,,737,413,,,,Canada,-75.2948,59.7796,-75.125,59.725,2683.4,HYLAK,319.57,HYLAK,95.7169,EXP,26.3111,GLOFAS4_ltr
728,,,548,1051,,,Umbozero,Russia,34.3094,67.549,34.325,67.525,2027.9,HYLAK,318.85,HYLAK,88.5096,EXP,31.1663,GLOFAS4_ltr
729,,,359,895,,,,Brazil,-57.854,-2.579,-57.825,-2.575,67240.5,HYLAK,318.57,HYLAK,588.2014,EXP,3648.8944,GLOFAS4_ltr
730,,,504,611,,,Naococane,Canada,-70.7462,52.9335,-70.775,52.925,3720.2,HYLAK,317.82,HYLAK,113.6883,EXP,72.0718,GLOFAS4_ltr
731,,,,1671,,,,Australia,130.9729,-29.4438,131.125,-29.675,1917.4,HYLAK,316.52,HYLAK,98.222,EXP,0.4494,GLOFAS4_ltr
732,,,591,601,,,Wabush,Canada,-66.3257,53.1947,-66.325,53.225,3535.8,HYLAK,315.63,HYLAK,109.9434,EXP,29.0906,GLOFAS4_ltr
733,,,640,336,,,Mosquito,Canada,-103.1486,62.503,-103.175,62.525,4818.3,HYLAK,312.79,HYLAK,136.2963,EXP,27.7048,GLOFAS4_ltr
734,,,579,1575,,,Ch'Amo,Ethiopia,37.5771,5.8354,37.6252,5.8749,1940.6,HYLAK,312.04,HYLAK,274.2879,EXP,215.9837,GLOFAS4_ltr
735,,,527,1548,,,Abhe Bid,Ethiopia,41.7812,11.1562,41.725,11.225,94540.7,HYLAK,311.84,HYLAK,718.7679,EXP,585.6036,GLOFAS4_ltr
736,,,,1503,,,,India,85.0302,21.2786,85.025,21.275,25373.9,HYLAK,310.88,HYLAK,337.3871,EXP,347.9804,GLOFAS4_ltr
